id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
24589414,Boutique hotel in . · 1 bedroom · 1 bed · 1.5 baths,184993404,Adriana De Buho Boutique Rooms,Eixample,la Dreta de l'Eixample,41.39105,2.17096,Private room,149,1,1,2023-02-26,0.29,12,30,1,HB-004250
24589494,Boutique hotel in . · ★4.66 · 1 bedroom · 2 beds · 1 private bath,184993404,Adriana De Buho Boutique Rooms,Eixample,la Dreta de l'Eixample,41.39105,2.17096,Private room,264,1,171,2023-05-09,2.82,12,207,26,HB-004250
24344024,Rental unit in Barcelona · ★4.42 · 1 bedroom · 2 beds · 1 bath,9784103,Apartime,Eixample,la Dreta de l'Eixample,41.39267,2.16972,Entire home/apt,351,3,20,2023-01-02,0.32,18,135,3,HUTB-022008
24787329,Rental unit in Barcelona · ★4.75 · 2 bedrooms · 3 beds · 1 bath,178392708,Enjoy Apartments,Eixample,la Dreta de l'Eixample,41.39418,2.17147,Entire home/apt,235,3,24,2022-12-11,0.96,25,0,9,HUTB-003193
24795077,Rental unit in Barcelona · ★4.91 · 2 bedrooms · 2 beds · 1 bath,178392708,Enjoy Apartments,Eixample,l'Antiga Esquerra de l'Eixample,41.38701,2.16025,Entire home/apt,289,3,24,2022-11-27,0.49,25,0,12,HUTB-005154
24589512,Boutique hotel in . · 1 bedroom · 2 beds · 1 private bath,184993404,Adriana De Buho Boutique Rooms,Eixample,la Dreta de l'Eixample,41.39105,2.17096,Private room,236,1,2,2021-04-25,0.04,12,0,0,HB-004250
24796633,Rental unit in Barcelona · ★4.92 · 2 bedrooms · 2 beds · 2 baths,3465149,Jordi,Eixample,la Dreta de l'Eixample,41.39401,2.16864,Entire home/apt,229,31,13,2023-05-20,0.22,6,212,4,
24346762,Rental unit in Barcelona · ★4.33 · 1 bedroom · 1 bed · 1 bath,3193594,Jan,Eixample,Sant Antoni,41.37626,2.16179,Entire home/apt,189,15,3,2021-11-22,0.13,11,3,0,HUTB-004432
24589526,Boutique hotel in . · ★4.73 · 1 bedroom · 2 beds · 1 shared bath,184993404,Adriana De Buho Boutique Rooms,Eixample,la Dreta de l'Eixample,41.39105,2.17096,Private room,180,1,95,2023-01-02,1.73,12,0,2,HB-004250
24590001,Boutique hotel in . · ★4.68 · 1 bedroom · 2 beds · 1 shared bath,184993404,Adriana De Buho Boutique Rooms,Eixample,la Dreta de l'Eixample,41.39105,2.17096,Private room,291,1,158,2023-06-02,2.59,12,190,16,HB-004250
24347707,Loft in Barcelona · ★4.60 · Studio · 1 bed · 1 bath,10547296,Flateli,Eixample,el Fort Pienc,41.39879,2.1754,Entire home/apt,127,2,82,2023-03-30,1.47,49,208,11,HUTB-538875
24590016,Boutique hotel in . · ★4.76 · 1 bedroom · 1 bed · 1 shared bath,184993404,Adriana De Buho Boutique Rooms,Eixample,la Dreta de l'Eixample,41.39105,2.17096,Private room,204,1,113,2023-02-12,1.84,12,185,11,HB-004250
24797366,Condo in Barcelona · 1 bedroom · 1 bed · 1.5 shared baths,13033664,Cassie,Sant Martí,el Parc i la Llacuna del Poblenou,41.39149,2.1828,Private room,36,31,1,2018-08-31,0.02,10,67,0,
24590040,Boutique hotel in . · 1 bedroom · 1 bed · 1 private bath,184993404,Adriana De Buho Boutique Rooms,Eixample,la Dreta de l'Eixample,41.39105,2.17096,Private room,212,1,2,2023-01-02,0.04,12,0,1,HB-004250
24348022,Rental unit in Barcelona · ★4.81 · 1 bedroom · 1 bed · 2 shared baths,98817720,Eduard,Sant Martí,el Camp de l'Arpa del Clot,41.41435,2.17973,Private room,29,2,31,2019-07-06,0.50,1,0,0,
24590131,Boutique hotel in . · ★4.60 · 1 bedroom · 1 bed · 1 private bath,184993404,Adriana De Buho Boutique Rooms,Eixample,la Dreta de l'Eixample,41.39105,2.17096,Private room,175,1,173,2023-01-17,2.93,12,177,4,HB-004666
24598527,Rental unit in Barcelona · ★4.52 · 1 bedroom · 1 bed · 1 bath,24186003,Paulo,Ciutat Vella,el Raval,41.3839,2.16954,Entire home/apt,146,2,150,2023-05-20,2.42,1,79,43,HUTB-135624
24797878,Rental unit in Barcelona · ★4.63 · 3 bedrooms · 4 beds · 1 bath,10582280,Mariscos,Eixample,el Fort Pienc,41.39903,2.17466,Entire home/apt,324,1,28,2023-03-20,0.45,4,167,8,HUTB-008086
24615965,Rental unit in Barcelona · 3 bedrooms · 4 beds · 1 bath,20300696,Ricard,Ciutat Vella,la Barceloneta,41.37972,2.18855,Entire home/apt,92,32,0,,,1,0,0,
24798791,Rental unit in Barcelona · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,13033664,Cassie,Sant Martí,el Parc i la Llacuna del Poblenou,41.39123,2.1849,Private room,38,28,3,2023-01-25,0.25,10,100,3,
24816324,Rental unit in Barcelona · ★4.53 · 1 bedroom · 2 beds · 1 bath,178392708,Enjoy Apartments,Eixample,l'Antiga Esquerra de l'Eixample,41.38639,2.15997,Entire home/apt,183,3,15,2022-12-18,0.30,25,0,9,HUTB-003210
24355737,Rental unit in Barcelona · ★5.0 · 2 bedrooms · 2 beds · 1 bath,3974488,Alexander,Sants-Montjuïc,el Poble Sec,41.37397,2.16304,Entire home/apt,39,31,5,2021-07-09,0.08,1,0,0,
24619175,Rental unit in Barcelona · ★4.81 · 2 bedrooms · 1 bed · 1 shared bath,14071913,Alberto,Eixample,Sant Antoni,41.37863,2.16101,Private room,48,32,36,2022-11-20,0.58,1,38,2,
25088459,Rental unit in Barcelona · ★4.75 · 2 bedrooms · 1 bed · 1 shared bath,189659995,Marlene,Sants-Montjuïc,la Marina de Port,41.35953,2.13867,Private room,48,2,8,2019-06-26,0.13,2,0,0,
25095031,Rental unit in Barcelona · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,189659995,Marlene,Sants-Montjuïc,la Marina de Port,41.36121,2.13834,Private room,38,2,8,2019-07-03,0.13,2,0,0,
24819746,Rental unit in Barcelona · ★4.52 · 1 bedroom · 2 beds · 1 bath,178392708,Enjoy Apartments,Eixample,l'Antiga Esquerra de l'Eixample,41.38683,2.16176,Entire home/apt,322,3,29,2023-01-02,1.59,25,0,23,HUTB-003197
24626723,Rental unit in Barcelona · 4 bedrooms · 2 beds · 2 shared baths,50741251,Lis,Horta-Guinardó,el Guinardó,41.42015,2.17634,Private room,110,2,0,,,1,0,0,
24834970,Rental unit in Barcelona · ★4.68 · 1 bedroom · 1 bed · 1 shared bath,187339612,Bora,Horta-Guinardó,Sant Genís dels Agudells,41.42445,2.13711,Private room,18,1,19,2018-09-01,0.31,1,0,0,
24840696,Condo in Barcelona · ★4.56 · 2 bedrooms · 4 beds · 2 baths,375625,Xavier,Sant Martí,el Poblenou,41.399254,2.208139,Entire home/apt,384,1,228,2023-06-04,3.94,6,197,88,HUTB-010963
25095438,Rental unit in Barcelona · ★4.40 · 2 bedrooms · 4 beds · 2 baths,54320669,Juan,Sants-Montjuïc,el Poble Sec,41.37333,2.17076,Entire home/apt,190,2,131,2023-05-22,2.13,16,114,40,HUTB-009549
25531083,Boutique hotel in Barcelona · ★4.91 · 1 bedroom · 1 bed · 1 private bath,183653067,"Ricard, Jefe De Recepción",Eixample,la Dreta de l'Eixample,41.3936,2.17427,Hotel room,451,1,11,2022-05-15,0.21,8,306,0,HB-004703
25109290,Rental unit in Barcelona · ★4.67 · 1 bedroom · 1 bed · 1 bath,186508480,Augusto,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38623,2.17997,Entire home/apt,99,28,3,2023-06-01,0.07,1,35,1,Except
25118224,Rental unit in Barcelona · ★4.92 · 2 bedrooms · 2 beds · 1 bath,133893358,Jordi,Eixample,Sant Antoni,41.37909,2.15498,Entire home/apt,250,7,187,2023-05-31,3.06,4,147,44,HUTB-004285
24846927,Home in Barcelona · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,181475474,Marc,Sants-Montjuïc,Sants,41.37259,2.13658,Private room,40,1,24,2020-02-25,0.42,1,0,0,
25535752,Rental unit in Barcelona · ★4.67 · 3 bedrooms · 6 beds · 2 baths,128959838,Jordi,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.3934,2.14622,Entire home/apt,388,1,9,2023-05-21,0.92,39,171,9,HUTB-003060
24865535,Rental unit in Barcelona · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,187973470,Juan Gabriel,Sant Andreu,el Congrés i els Indians,41.42327,2.18158,Private room,30,1,20,2018-08-31,0.32,1,0,0,
24891533,Rental unit in Barcelona · ★4.22 · 1 bedroom · 2 beds · 1 shared bath,78326216,Tania,Horta-Guinardó,el Baix Guinardó,41.41299,2.16428,Private room,64,8,10,2023-01-31,0.16,3,293,4,
25118567,Rental unit in Barcelona · ★4.79 · 5 bedrooms · 4 baths,187414922,Irene,Eixample,la Dreta de l'Eixample,41.38833,2.16847,Entire home/apt,620,1,75,2023-05-25,1.26,1,58,31,HUTB-007862
25121122,Rental unit in Barcelona · 3 bedrooms · 3 beds · 2 baths,47171261,Lodging Team,Sarrià-Sant Gervasi,les Tres Torres,41.39703,2.12789,Entire home/apt,181,32,0,,,72,62,0,
25540943,Rental unit in Barcelona · ★4.10 · 1 bedroom · 1 bed · 1 shared bath,78326216,Tania,Horta-Guinardó,el Baix Guinardó,41.41108,2.16408,Private room,59,7,10,2023-03-05,0.17,3,320,4,
25121742,Rental unit in Barcelona · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,9947075,Vini,Eixample,Sant Antoni,41.37783,2.16017,Private room,41,31,9,2022-07-29,0.15,1,0,3,
24898571,Rental unit in Barcelona · 2 bedrooms · 2 beds · 1.5 baths,96299106,"Olvan 00, S.L.",Nou Barris,les Roquetes,41.44663,2.17611,Entire home/apt,50,32,1,2018-09-30,0.02,7,0,0,Exempt
25541322,Rental unit in Barcelona · 1 bedroom · 2 beds · 1 bath,180659848,Estanis,Ciutat Vella,la Barceloneta,41.37931,2.19015,Entire home/apt,55,32,2,2022-12-23,0.16,3,286,1,
25543821,Rental unit in Barcelona · ★4.66 · 1 bedroom · 1 bed · 1 bath,192726315,Isabella Y Lucia,Gràcia,la Vila de Gràcia,41.40429,2.15312,Entire home/apt,114,1,187,2023-05-12,3.09,1,279,40,HUTB-011082
24903404,Rental unit in Barcelona · ★4.46 · 2 bedrooms · 2 beds · 1 bath,54820821,Albert,Eixample,la Sagrada Família,41.40486,2.17247,Entire home/apt,122,1,135,2023-05-22,2.18,23,250,50,HUTB-011326
24903558,Rental unit in Barcelona · ★4.20 · 2 bedrooms · 3 beds · 1 bath,86551441,Maria Soledad,Sants-Montjuïc,el Poble Sec,41.37373,2.16438,Entire home/apt,250,3,6,2021-07-18,0.10,31,91,0,HUTB-008255
25122064,Rental unit in Barcelona · 2 bedrooms · 5 beds · 1 bath,1447144,Acomodis Apartments,Eixample,la Sagrada Família,41.40374,2.17231,Entire home/apt,234,1,1,2019-04-18,0.02,141,365,0,
25547513,Serviced apartment in Barcelona · ★4.71 · 1 bedroom · 1 bed · 1 bath,5264883,Unique,Ciutat Vella,el Raval,41.38019,2.1739,Entire home/apt,66,32,7,2022-01-07,0.12,45,27,0,Exempt
25122279,Aparthotel in Gracia-Barcelona · ★4.77 · 1 bedroom · 1 bed · 1 bath,24431378,Nacho,Gràcia,la Vila de Gràcia,41.40209,2.15116,Private room,157,1,364,2023-06-09,6.06,1,328,108,ATB-000005
24908092,Rental unit in Barcelona · ★4.57 · 2 bedrooms · 3 beds · 1 bath,86551441,Maria Soledad,Sants-Montjuïc,el Poble Sec,41.37377,2.16242,Entire home/apt,240,3,7,2022-09-11,0.13,31,86,2,HUTB-008594
25560219,Rental unit in Barcelona · 2 bedrooms · 4 beds · 1.5 baths,79556221,Ani,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38675,2.17934,Entire home/apt,250,30,0,,,1,290,0,
24928796,Rental unit in Barcelona · 2 bedrooms · 3 beds · 1 bath,86551441,Maria Soledad,Sants-Montjuïc,el Poble Sec,41.3733,2.16218,Entire home/apt,269,3,2,2022-10-24,0.03,31,94,1,HUTB-008599
24929443,Rental unit in Barcelona · ★4.0 · 2 bedrooms · 3 beds · 1 bath,86551441,Maria Soledad,Sants-Montjuïc,el Poble Sec,41.37478,2.16429,Entire home/apt,269,3,5,2023-04-08,0.08,31,70,3,HUTB-008597
24929992,Rental unit in Barcelona · ★4.50 · 2 bedrooms · 3 beds · 1 bath,86551441,Maria Soledad,Sants-Montjuïc,el Poble Sec,41.37381,2.16243,Entire home/apt,219,3,24,2023-03-04,0.40,31,94,7,HUTB-008254
24930010,Rental unit in Barcelona · ★4.17 · 2 bedrooms · 3 beds · 1 bath,86551441,Maria Soledad,Sants-Montjuïc,el Poble Sec,41.37402,2.16226,Entire home/apt,195,3,12,2023-02-28,0.20,31,94,4,HUTB-008600
25122909,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 shared bath,75937600,Núria,Sants-Montjuïc,Sants - Badal,41.37619,2.12504,Private room,50,2,2,2018-06-17,0.03,1,0,0,
25124052,Rental unit in Barcelona · ★4.74 · 1 bedroom · 2 beds · 1 bath,3123165,Luis & Remo,Eixample,la Dreta de l'Eixample,41.39082,2.16319,Entire home/apt,162,1,170,2023-05-21,2.77,4,196,49,HUTB-012400
25562552,Rental unit in Barcelona · ★4.28 · 2 bedrooms · 5 beds · 1 bath,170513081,Georgina,Ciutat Vella,el Raval,41.37705,2.17485,Entire home/apt,336,2,276,2023-05-26,4.94,17,316,84,HUTB-000692
25127489,Rental unit in Barcelona · ★4.64 · 2 bedrooms · 3 beds · 1 bath,113496597,Mediterranean,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38518,2.18079,Entire home/apt,272,31,14,2023-05-31,0.35,3,2,7,Exempt
25570296,Rental unit in Barcelona · ★4.40 · 2 bedrooms · 3 beds · 1 bath,160554212,Barcelona,Eixample,la Dreta de l'Eixample,41.39705,2.17691,Entire home/apt,235,1,91,2023-05-26,1.51,8,356,31,HUTB-010504
25162119,Loft in Barcelona · 1 bedroom · 1 bed · 2 baths,190134728,David,Sants-Montjuïc,el Poble Sec,41.37367,2.16534,Entire home/apt,160,31,0,,,1,365,0,
24933050,Rental unit in Barcelona · ★4.29 · 2 bedrooms · 3 beds · 1 bath,86551441,Maria Soledad,Sants-Montjuïc,el Poble Sec,41.37365,2.16287,Entire home/apt,234,3,7,2022-12-04,0.12,31,99,4,HUTB-008596
24933903,Rental unit in Barcelona · ★3.80 · 2 bedrooms · 3 beds · 1 bath,86551441,Maria Soledad,Sants-Montjuïc,el Poble Sec,41.37376,2.16401,Entire home/apt,253,3,5,2022-11-13,0.09,31,102,1,HUTB-008593
24935624,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 shared bath,66205179,Tim,Eixample,la Dreta de l'Eixample,41.39533,2.16169,Private room,50,1,2,2019-01-27,0.03,2,0,0,
25576787,Rental unit in Barcelona · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,27156730,Neus,Nou Barris,Verdun,41.444035138356796,2.173948370635958,Private room,30,90,3,2021-10-05,0.05,4,93,0,
24935741,Rental unit in Barcelona · ★4.59 · 1 bedroom · 1 bed · 1 bath,188520846,B&F Atlantida,Ciutat Vella,la Barceloneta,41.38214,2.18986,Entire home/apt,90,32,17,2023-05-24,0.29,8,344,4,Exempt
25173870,Condo in Barcelona · ★4.69 · 1 bedroom · 1 bed · 1 bath,172462374,Apartaments Unió,Ciutat Vella,el Raval,41.379772,2.173636,Entire home/apt,100,31,13,2023-02-01,0.22,14,187,3,
25606013,Rental unit in Barcelona · ★5.0 · 2 bedrooms · 1 bed · 2 baths,27416673,Jose,Ciutat Vella,el Raval,41.38206,2.16582,Entire home/apt,135,32,6,2020-02-27,0.12,1,104,0,Exempt
25179726,Rental unit in Barcelona · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,88003823,Cota,Gràcia,la Vila de Gràcia,41.40337,2.15526,Private room,50,1,15,2018-10-01,0.24,1,0,0,
24936739,Rental unit in Barcelona · 4 bedrooms · 4 beds · 2.5 baths,10249776,Schwarz,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38545,2.1848,Entire home/apt,461,32,0,,,7,0,0,
25625791,Rental unit in Barcelona · ★4.94 · 2 bedrooms · 2 beds · 1 private bath,193092161,Romi&Gabriel,Ciutat Vella,el Raval,41.38186,2.16918,Private room,219,32,258,2023-06-02,4.25,1,197,54,
24956546,Rental unit in Barcelona · ★4.90 · 3 bedrooms · 4 beds · 1.5 baths,188674630,Nuria,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.40026,2.14425,Entire home/apt,93,31,10,2022-09-15,0.17,2,67,2,Exempt
25186800,Rental unit in Barcelona · 1 bedroom · 2 beds · 1 bath,25096699,Dima,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38858,2.17354,Entire home/apt,80,30,2,2019-07-31,0.04,1,0,0,
25626419,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath,192436908,Anna,Sants-Montjuïc,Sants - Badal,41.3745,2.12483,Entire home/apt,111,1,0,,,4,31,0,
25203849,Rental unit in Barcelona · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,190400020,Maria,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38661,2.17689,Private room,47,31,41,2022-10-22,0.70,1,233,16,
25204415,Rental unit in Barcelona · ★4.67 · 3 bedrooms · 5 beds · 2 baths,971768,Laura,Eixample,la Dreta de l'Eixample,41.38858,2.16712,Entire home/apt,324,1,107,2023-05-21,1.75,9,96,41,HUTB-002270
24957190,Rental unit in Barcelona · ★4.69 · 2 bedrooms · 4 beds · 1 bath,188674201,Merce,Eixample,l'Antiga Esquerra de l'Eixample,41.39048,2.15451,Entire home/apt,189,3,124,2023-05-27,2.02,1,318,33,HUTB-002405
25626436,Rental unit in Barcelona · 1 bedroom · 2 beds · 1 bath,192436908,Anna,Sants-Montjuïc,Sants - Badal,41.37617,2.12536,Entire home/apt,133,1,0,,,4,31,0,
24959620,Rental unit in Barcelona · ★4.42 · 2 bedrooms · 3 beds · 1 bath,86551441,Maria Soledad,Sants-Montjuïc,el Poble Sec,41.37366,2.16415,Entire home/apt,222,3,19,2023-02-19,0.31,31,93,4,HUTB-008252
25219942,Villa in Barcelona · ★4.86 · Studio · 2 beds · 2 shared baths,17514775,Dulce,Gràcia,la Salut,41.41114,2.14992,Private room,74,2,42,2023-05-30,0.69,7,357,28,
25633897,Rental unit in Barcelona · 1 bedroom · 2 beds · 1 bath,192436908,Anna,Sants-Montjuïc,Sants - Badal,41.37453,2.12478,Entire home/apt,118,1,0,,,4,31,0,
25225605,Rental unit in Barcelona · ★4.77 · 3 bedrooms · 1 bed · 2 shared baths,21463653,Eva,Eixample,l'Antiga Esquerra de l'Eixample,41.38714,2.1593,Private room,30,4,30,2020-02-28,0.50,2,0,0,
24960097,Rental unit in Barcelona · ★4.68 · 1 bedroom · 1 bed · 1 shared bath,188646377,Bonifacio,Ciutat Vella,el Barri Gòtic,41.38265,2.17291,Private room,129,1,47,2023-06-04,0.77,1,127,10,
25645406,Rental unit in Barcelona · 1 bedroom · 2 beds · 1 bath,192436908,Anna,Sants-Montjuïc,Sants - Badal,41.3746,2.12431,Entire home/apt,142,1,0,,,4,207,0,
24974193,Rental unit in Barcelona · ★4.88 · 3 bedrooms · 3 beds · 1 bath,4212095,Elio / Wilken,Les Corts,les Corts,41.38639,2.13277,Entire home/apt,138,1,27,2023-03-06,0.45,25,12,3,HUTB-006884
25233509,Rental unit in Barcelona · ★4.70 · 4 bedrooms · 7 beds · 2 baths,971768,Laura,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40795,2.2144,Entire home/apt,376,1,30,2023-05-14,0.50,9,106,6,HUTB-005956
25652280,Rental unit in Barcelona · ★5.0 · 1 bedroom · 1 bed · 1 private bath,10609276,Josep,Sant Andreu,el Congrés i els Indians,41.424489113368274,2.1772615546707033,Private room,60,80,11,2023-06-05,6.47,1,193,11,
25245586,Rental unit in Barcelona · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,14146554,Walter,Sant Martí,la Vila Olímpica del Poblenou,41.39389,2.1925,Private room,45,3,44,2021-07-30,0.72,1,0,0,
25702608,Rental unit in Barcelona · ★4.15 · 1 bedroom · 2 beds · 1 bath,48645551,Apartamentos,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39656,2.14419,Entire home/apt,149,1,463,2023-05-25,8.04,6,228,40,HUTB-000963
24975002,Rental unit in Barcelona · ★4.66 · 2 bedrooms · 2 beds · 1 bath,4212095,Elio / Wilken,Les Corts,les Corts,41.3864,2.13227,Entire home/apt,138,1,56,2023-05-18,0.92,25,16,8,HUTB-012431
24978503,Loft in Barcelona · ★4.88 · Studio · 1 bed · 1 bath,171753883,Beatriz,Ciutat Vella,el Barri Gòtic,41.38476,2.17103,Entire home/apt,243,1,322,2023-06-03,5.37,6,224,81,HUTB-002338
25703861,Rental unit in Barcelona · ★4.75 · 1 bedroom · 1 bed · 1 bath,188520846,B&F Atlantida,Ciutat Vella,la Barceloneta,41.38063,2.18977,Entire home/apt,90,32,8,2022-12-04,0.14,8,286,3,Exempt
24978618,Loft in Barcelona · ★4.82 · Studio · 1 bed · 1 bath,171753883,Beatriz,Ciutat Vella,el Barri Gòtic,41.38476,2.17103,Entire home/apt,246,1,258,2023-05-31,4.21,6,269,69,HUTB-002342
25256335,Rental unit in Barcelona · ★4.96 · 1 bedroom · 1 bed · 1 private bath,42914857,Simone And Isabel,Gràcia,la Vila de Gràcia,41.40276,2.15065,Private room,98,4,26,2023-05-29,2.57,1,49,26,Exempt
25705281,Rental unit in Barcelona · ★4.62 · 2 bedrooms · 3 beds · 1 bath,5969578,Keren Business,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38526,2.17811,Entire home/apt,70,31,13,2023-05-16,0.27,5,342,7,
25268295,Rental unit in Barcelona · Studio · 1 bed · 1 shared bath,190910090,Saad,Ciutat Vella,el Raval,41.37855,2.16555,Private room,37,2,1,2018-08-11,0.02,1,0,0,
25276336,Rental unit in Barcelona · ★3.0 · 2 bedrooms · 1 bed · 1 shared bath,190953066,Cabo,Ciutat Vella,el Raval,41.38068,2.16551,Private room,61,2,3,2018-06-09,0.05,3,0,0,
25284158,Rental unit in Barcelona · ★4.51 · 2 bedrooms · 2 beds · 1 bath,54820821,Albert,Eixample,la Sagrada Família,41.4053,2.17145,Entire home/apt,163,1,47,2023-05-15,0.77,23,257,8,HUTB-011335
24978663,Loft in Barcelona · ★4.91 · Studio · 1 bed · 1 bath,171753883,Beatriz,Ciutat Vella,el Barri Gòtic,41.38476,2.17103,Entire home/apt,251,1,337,2023-05-31,5.51,6,256,88,HUTB-002340
24991162,Rental unit in Barcelona · ★New · 2 bedrooms · 2 beds · 1 bath,187099262,Ana,Ciutat Vella,la Barceloneta,41.380041146292136,2.191276765017273,Entire home/apt,159,31,1,2023-05-24,1,2,78,1,Exempt
25706139,Loft in Barcelona · ★4.0 · 1 bedroom · 1 bed · 1 bath,188520846,B&F Atlantida,Ciutat Vella,la Barceloneta,41.38117,2.19006,Entire home/apt,90,32,13,2022-11-23,0.22,8,314,4,Exempt
25287690,Rental unit in Barcelona · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,166250009,Jordi,Sant Martí,el Camp de l'Arpa del Clot,41.41214,2.17811,Private room,29,3,136,2023-05-16,2.30,2,215,34,
25707148,Rental unit in Barcelona · ★4.29 · 1 bedroom · 1 bed · 1 bath,188520846,B&F Atlantida,Ciutat Vella,la Barceloneta,41.38073,2.18792,Entire home/apt,90,32,7,2023-02-11,0.14,8,343,2,Exempt
25014625,Rental unit in Barcelona · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,25712220,Maxi,Ciutat Vella,el Barri Gòtic,41.38005,2.17909,Private room,49,3,11,2019-06-18,0.20,1,0,0,
25711336,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 private bath,193403574,Nik,Ciutat Vella,la Barceloneta,41.37779,2.18919,Private room,179,31,0,,,1,365,0,
25304839,Rental unit in Barcelona · ★4.56 · 3 bedrooms · 4 beds · 2 baths,191141168,Isabel,Eixample,l'Antiga Esquerra de l'Eixample,41.38664,2.15581,Entire home/apt,119,2,28,2021-08-15,0.47,1,0,0,HUTB-001556
25308748,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 shared bath,190953066,Cabo,Ciutat Vella,el Raval,41.38228,2.16706,Private room,76,2,1,2018-07-15,0.02,3,0,0,
25711522,Rental unit in Barcelona · ★4.44 · 1 bedroom · 1 bed · 1 bath,188520846,B&F Atlantida,Ciutat Vella,la Barceloneta,41.38099,2.1901,Entire home/apt,90,32,9,2022-08-26,0.15,8,301,1,Exempt
25711907,Rental unit in Barcelona · ★5.0 · 2 bedrooms · 2 beds · 2 baths,8110619,Victoria Y Alex,Eixample,l'Antiga Esquerra de l'Eixample,41.38591,2.16165,Private room,27,31,11,2020-03-15,0.19,3,115,0,
25309658,Rental unit in Barcelona · ★5.0 · 3 bedrooms · 3 beds · 2 baths,5264883,Unique,Eixample,la Dreta de l'Eixample,41.39253,2.17239,Entire home/apt,179,32,5,2022-09-30,0.08,45,93,2,Exempt
25711983,Loft in Barcelona · ★4.38 · 1 bedroom · 1 bed · 1 bath,188520846,B&F Atlantida,Ciutat Vella,la Barceloneta,41.3825,2.18934,Entire home/apt,90,32,13,2022-08-06,0.22,8,327,2,Exempt
25020192,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath,189083253,Javier,Ciutat Vella,la Barceloneta,41.38075,2.1893,Entire home/apt,35,270,1,2021-12-12,0.05,1,4,0,
25715089,Rental unit in Barcelona · ★4.70 · 3 bedrooms · 5 beds · 2 baths,17751441,Oswald,Eixample,Sant Antoni,41.38258,2.16308,Entire home/apt,370,5,63,2023-05-23,1.07,13,108,17,HUTB-005616
25021120,Rental unit in Barcelona · ★5.0 · 2 bedrooms · 2 beds · 1 private bath,189152986,Nona,Sarrià-Sant Gervasi,les Tres Torres,41.39632,2.12604,Private room,55,1,7,2018-07-24,0.11,1,0,0,
25311049,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 shared bath,191042879,Angela,Sant Andreu,el Congrés i els Indians,41.4253,2.18029,Private room,19,90,0,,,1,90,0,
25311390,Rental unit in Barcelona · ★4.74 · 1 bedroom · 1 bed · 1 shared bath,2196804,Monica,Sant Martí,el Camp de l'Arpa del Clot,41.40945,2.1832,Private room,65,2,127,2023-05-25,2.10,1,66,12,
25315626,Rental unit in Barcelona · 2 bedrooms · 2 beds · 1 shared bath,190953066,Cabo,Ciutat Vella,el Raval,41.38234,2.16549,Private room,135,2,0,,,3,0,0,
25732015,Rental unit in Barcelona · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,193500012,Linette,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38914,2.17981,Private room,36,2,3,2018-06-21,0.05,1,0,0,
25316604,Rental unit in Barcelona · ★4.58 · 3 bedrooms · 4 beds · 2 baths,191211251,Jon,Eixample,el Fort Pienc,41.39439,2.17724,Entire home/apt,102,3,45,2020-03-16,0.81,1,0,0,HUTB-003274
25025836,Rental unit in Sant Adrià De Besòs · ★4.32 · 2 bedrooms · 2 beds · 1 bath,3399123,Eberhard&Aurélie@Es-Flats,Sant Martí,el Besòs i el Maresme,41.42048,2.21211,Entire home/apt,96,1,66,2023-05-19,1.08,11,278,17,HUTB-036637
