id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
18674,Rental unit in Barcelona · ★4.35 · 3 bedrooms · 6 beds · 2 baths,71615,Mireia And Maria,Eixample,la Sagrada Família,41.40556,2.17262,Entire home/apt,210,1,35,2023-04-07,0.29,28,18,8,HUTB-002062
23197,Rental unit in Sant Adria de Besos · ★4.77 · 3 bedrooms · 4 beds · 2 baths,90417,Etain (Marnie),Sant Martí,el Besòs i el Maresme,41.412906646728516,2.220633029937744,Entire home/apt,250,4,72,2023-05-29,0.48,2,185,13,HUTB005057
41952,Rental unit in Barcelona · ★4.35 · 2 bedrooms · 4 beds · 2 baths,183340,Teresa,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40568,2.16943,Entire home/apt,172,3,66,2023-05-26,0.49,5,269,22,HUTB-003549
32711,Rental unit in Barcelona · ★4.43 · 2 bedrooms · 3 beds · 1.5 baths,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40566,2.17015,Entire home/apt,186,2,91,2023-03-22,0.63,3,256,24,HUTB-001722
46153,Rental unit in Barcelona · ★4.20 · 2 bedrooms · 3 beds · 1 bath,90417,Etain (Marnie),Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38956,2.17759,Entire home/apt,63,31,5,2022-07-31,0.03,2,176,1,Exempt
49968,Rental unit in Barcelona · ★4.56 · 2 bedrooms · 7 beds · 1 bath,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4057,2.17016,Entire home/apt,203,1,76,2023-06-06,0.53,3,257,23,HUTB-001723
71520,Rental unit in Barcelona · 3 bedrooms · 5 beds · 3.5 baths,366428,Ariadna,Gràcia,Vallcarca i els Penitents,41.41841,2.13307,Entire home/apt,250,5,1,2011-06-23,0.01,1,57,0,HUTB-007966
71553,Rental unit in Barcelona · ★4.20 · 1 bedroom · 1 bed · 1.5 baths,366654,Watermelon Barcelona Apartments,Eixample,la Dreta de l'Eixample,41.39705,2.17469,Entire home/apt,186,3,78,2023-05-06,0.52,4,136,11,HUTB-002424
71736,Rental unit in Barcelona · ★4.0 · 4 bedrooms · 5 beds · 1.5 baths,368317,Nacharosa,Ciutat Vella,el Raval,41.38174,2.16663,Entire home/apt,68,28,11,2016-07-14,0.07,7,344,0,
34981,Rental unit in Barcelona · ★4.52 · 4 bedrooms · 6 beds · 3 baths,73163,Andres,Ciutat Vella,el Barri Gòtic,41.37978,2.17623,Entire home/apt,460,5,205,2023-06-07,1.33,1,0,30,HUTB-150671
68547,Rental unit in Barcelona · ★4.74 · 1 bedroom · 2 beds · 2 baths,340570,Atún,Ciutat Vella,el Barri Gòtic,41.3806,2.17796,Private room,200,31,93,2021-08-10,0.63,2,289,0,
36763,Rental unit in Barcelona · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,158596,Ester,Ciutat Vella,la Barceloneta,41.38043,2.19094,Private room,30,31,105,2023-05-26,0.74,1,159,17,
330957,Rental unit in Barcelona · ★4.75 · 3 bedrooms · 4 beds · 1 bath,893805,Phil And Fiona,Eixample,la Dreta de l'Eixample,41.39782414629114,2.170576755958843,Entire home/apt,200,2,543,2023-06-04,3.96,13,265,69,HUTB-010749
72436,Serviced apartment in Barcelona · ★4.75 · 1 bedroom · 2 beds · 1 bath,375625,Xavier,Sant Martí,el Poblenou,41.39909,2.20733,Entire home/apt,287,1,696,2023-06-05,6.49,6,197,155,HUTB-000173
72793,Rental unit in Barcelona · 2 bedrooms · 2 beds · 1 bath,368317,Nacharosa,Ciutat Vella,el Raval,41.38104,2.16565,Entire home/apt,60,28,2,2014-08-27,0.02,7,344,0,
40983,Condo in Barcelona · ★4.37 · 1 bedroom · 2 beds · 1 bath,177617,Joaquin,Eixample,la Dreta de l'Eixample,41.39631,2.16832,Entire home/apt,132,2,271,2023-05-25,1.86,6,116,43,HUTB-001282
72794,Rental unit in Barcelona · ★4.33 · 1 bedroom · 1 bed · 1.5 baths,368317,Nacharosa,Ciutat Vella,el Raval,41.38214,2.16568,Entire home/apt,65,28,8,2014-08-23,0.06,7,344,0,
73683,Rental unit in Barcelona · ★4.58 · 4 bedrooms · 14 beds · 2 baths,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40554,2.17017,Entire home/apt,371,2,177,2023-05-23,1.21,3,250,13,HUTB-001723
331026,Rental unit in Barcelona · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,440881,Lee,Eixample,Sant Antoni,41.37793,2.15978,Private room,32,3,234,2023-06-06,1.72,1,244,36,
333190,Rental unit in Barcelona · ★4.79 · 1 bedroom · 1 bed · 1.5 shared baths,1697782,Jóse,Eixample,el Fort Pienc,41.40131,2.18191,Private room,70,32,236,2023-01-31,1.76,2,33,8,
508212,Rental unit in Barcelona · ★4.87 · 2 bedrooms · 2 beds · 1 bath,2504689,Carolina,Eixample,l'Antiga Esquerra de l'Eixample,41.39161,2.15782,Entire home/apt,174,5,113,2023-05-30,0.85,2,28,38,HUTB-003831
75003,Rental unit in Barcelona · ★4.16 · 2 bedrooms · 3 beds · 1 bath,396363,Alcambarcelona,Eixample,la Sagrada Família,41.40399,2.17802,Entire home/apt,240,2,33,2023-06-05,0.22,116,188,9,HUTB-001363
510923,Rental unit in Barcelona · ★4.54 · 3 bedrooms · 3 beds · 2 baths,2517389,Sara,Sant Andreu,el Congrés i els Indians,41.42257,2.18047,Entire home/apt,145,7,26,2023-05-19,0.21,2,91,3,HUTB-008605
335861,Rental unit in Barcelona · ★4.12 · 2 bedrooms · 3 beds · 1 bath,1221038,Mar,Sant Martí,el Poblenou,41.40349,2.20414,Entire home/apt,185,1,100,2023-06-05,0.75,3,289,9,HUTB-007075
511739,Rental unit in Barcelona · ★4.50 · 2 bedrooms · 5 beds · 1 bath,1447144,Acomodis Apartments,Eixample,la Sagrada Família,41.40376,2.17292,Entire home/apt,234,1,7,2019-09-03,0.05,141,365,0,
75411,Rental unit in Barcelona · ★4.43 · 3 bedrooms · 4 beds · 1 bath,400154,Mireia,Sant Martí,el Clot,41.40682,2.18649,Entire home/apt,172,3,74,2023-05-24,0.53,9,45,24,HUTB-000083
512666,Rental unit in Barcelona · ★4.68 · 2 bedrooms · 6 beds · 1 bath,488117,David Y Maria,Ciutat Vella,el Raval,41.37779,2.16729,Entire home/apt,276,6,67,2023-04-07,0.54,6,231,2,HUTB-003872
337755,Rental unit in Barcelona · ★4.73 · 1 bedroom · 2 beds · 1 bath,1716315,Marc,Sant Martí,la Vila Olímpica del Poblenou,41.39253234863281,2.19325590133667,Entire home/apt,217,1,45,2023-05-19,0.41,12,52,19,HUTB-002887
512737,Rental unit in Barcelona · ★4.84 · 2 bedrooms · 3 beds · 1 bath,488117,David Y Maria,Ciutat Vella,el Raval,41.37701,2.16663,Entire home/apt,233,6,32,2023-05-28,0.26,6,181,9,HUTB-003876
513825,Rental unit in Barcelona · ★4.66 · 3 bedrooms · 4 beds · 2 baths,1093718,Alexey,Eixample,el Fort Pienc,41.40012,2.1756,Entire home/apt,214,2,77,2023-05-26,0.58,13,205,16,HUTB-006895
342641,Guest suite in St Cugat del Vallès · ★4.73 · 1 bedroom · 2 beds · 1 bath,1738696,Estela,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",41.42882,2.10123,Entire home/apt,150,2,107,2023-06-07,0.91,1,131,14,HUTB-007301
80004,Rental unit in Barcelona · ★4.62 · 3 bedrooms · 3 beds · 1 bath,431839,Xavier,Sants-Montjuïc,el Poble Sec,41.37371,2.16706,Entire home/apt,108,5,163,2023-05-28,1.11,1,105,22,HUTB-004026
517407,Rental unit in Barcelona · ★4.69 · 4 bedrooms · 6 beds · 2 baths,1093718,Alexey,Eixample,el Fort Pienc,41.4003,2.17502,Entire home/apt,280,2,141,2023-05-25,1.06,13,237,34,HUTB-006817
89756,Rental unit in Barcelona · ★4.68 · 3 bedrooms · 8 beds · 1 bath,488117,David Y Maria,Ciutat Vella,el Raval,41.37861,2.16737,Entire home/apt,386,6,23,2023-05-27,0.18,6,238,4,HUTB-013579
519494,Townhouse in Barcelona · ★4.83 · 2 bedrooms · 4 beds · 1.5 baths,2556699,Ernest,Sant Martí,la Vila Olímpica del Poblenou,41.39095,2.1964,Entire home/apt,340,2,31,2023-05-14,0.23,1,141,20,HUTB-000706
343622,Rental unit in Barcelona · ★4.41 · 1 bedroom · 6 beds · 1 bath,1743695,Michel,Sants-Montjuïc,Sants,41.37681,2.14211,Entire home/apt,115,3,102,2019-10-12,1.01,1,192,0,HUTB-441276
519631,Rental unit in Barcelona · ★4.79 · 4 bedrooms · 5 beds · 2 baths,893805,Phil And Fiona,Eixample,la Dreta de l'Eixample,41.39506,2.17308,Entire home/apt,437,2,526,2023-06-05,4.34,13,302,79,HUTB-006291
343861,Rental unit in Barcelona · ★4.45 · 1 bedroom · 1 bed · 1 bath,1744516,Silvia & Luís,Eixample,la Dreta de l'Eixample,41.39993,2.16536,Entire home/apt,214,3,34,2023-05-08,0.35,29,221,7,HUTB-007447
343864,Rental unit in Barcelona · ★4.59 · 3 bedrooms · 5 beds · 2 baths,1744516,Silvia & Luís,Gràcia,la Vila de Gràcia,41.40735,2.15885,Entire home/apt,244,3,27,2023-05-24,0.25,29,196,11,HUTB-009898
95719,Rental unit in Barcelona · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,509260,Dalila,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38496,2.17982,Private room,70,31,259,2022-10-06,1.75,2,365,15,
520389,Rental unit in Barcelona · ★4.57 · 3 bedrooms · 4 beds · 2 baths,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.3888,2.15898,Entire home/apt,340,3,287,2023-05-25,2.17,38,82,41,HUTB-003825
97529,Rental unit in Barcelona · ★4.74 · 1 bedroom · 1 bed · 1 bath,497450,Francesc,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.408790588378906,2.1660659313201904,Entire home/apt,47,120,67,2022-10-31,0.48,1,39,2,
343866,Rental unit in Barcelona · ★4.41 · 3 bedrooms · 4 beds · 2 baths,1744516,Silvia & Luís,Gràcia,la Vila de Gràcia,41.40399,2.15565,Entire home/apt,226,3,77,2023-05-07,0.62,29,193,34,HUTB-008572
522705,Rental unit in Barcelona · ★4.77 · 2 bedrooms · 2 beds · 1 bath,2570705,Pilar,Eixample,la Dreta de l'Eixample,41.39646,2.17132,Entire home/apt,169,4,160,2023-05-21,1.35,1,224,26,HUTB-010903
343972,Rental unit in Barcelona · ★4.67 · 1 bedroom · 2 beds · 1 bath,1744964,Patricia,Sants-Montjuïc,la Font de la Guatlla,41.37184,2.14799,Private room,30,2,7,2015-07-06,0.05,1,0,0,
345129,Rental unit in Barcelona · ★4.58 · 1 bedroom · 1 private bath,1238225,Lucia,Ciutat Vella,el Barri Gòtic,41.38512,2.17129,Private room,65,31,32,2013-10-15,0.24,1,83,0,
107437,Home in Barcelona · ★4.78 · 4 bedrooms · 6 beds · 2 baths,556626,Cristina,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",41.42864,2.09159,Entire home/apt,288,1,96,2023-05-30,0.66,2,150,25,HUTB-009025
522987,Rental unit in Barcelona · ★4.72 · 1 bedroom · 1 bed · 1.5 shared baths,1697782,Jóse,Eixample,el Fort Pienc,41.40162,2.18287,Private room,100,31,286,2023-06-01,2.15,2,58,34,
526016,Rental unit in Barcelona · ★4.63 · 1 bedroom · 1 bed · 1 shared bath,2585816,Oscar,Eixample,Sant Antoni,41.37806,2.16012,Private room,350,300,150,2020-03-15,2.08,2,0,0,
110041,Rental unit in Barcelona · ★4.18 · 1 bedroom · 2 beds · 1 bath,396363,Alcambarcelona,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40271,2.16646,Entire home/apt,228,2,38,2023-06-08,0.29,116,218,7,HUTB-003671
351395,Condo in Barcelona · ★4.58 · 3 bedrooms · 4 beds · 2 baths,1435464,Jaume,Eixample,el Fort Pienc,41.39271,2.17974,Entire home/apt,239,1,78,2023-05-23,0.64,15,150,21,HUTB-009578
527183,Rental unit in Barcelona · ★4.40 · 1 bedroom · 1 bed · 1 shared bath,2590800,Rosa,Sants-Montjuïc,Sants,41.37415,2.13315,Private room,20,31,5,2022-08-04,0.05,2,129,1,
352772,Rental unit in Barcelona · ★4.73 · 2 bedrooms · 5 beds · 1 bath,1786501,Fidel,Eixample,la Nova Esquerra de l'Eixample,41.38184,2.15119,Entire home/apt,133,2,189,2023-06-04,1.67,1,235,53,HUTB-005271
528979,Rental unit in Barcelona · ★4.73 · 1 bedroom · 1 private bath,2598629,Nextor,Gràcia,la Vila de Gràcia,41.39807,2.15483,Private room,40,31,145,2022-10-09,1.26,3,341,14,
357576,Rental unit in Barcelona · ★4.89 · 3 bedrooms · 4 beds · 1 bath,1809535,Silvia,Gràcia,la Vila de Gràcia,41.40508,2.15491,Entire home/apt,235,1,353,2023-06-07,2.65,2,247,78,HUTB-001176
112538,Rental unit in Barcelona · ★4.36 · 3 bedrooms · 5 beds · 2 baths,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.1746,Entire home/apt,438,2,111,2023-05-06,0.76,19,114,14,HUTB-000333
531195,Rental unit in Barcelona · ★4.92 · 4 bedrooms · 9 beds · 2 baths,2608724,Stay Together Barcelona Apartments,Eixample,Sant Antoni,41.37535,2.16727,Entire home/apt,498,3,525,2023-06-07,3.93,4,206,214,HUTB-004986
117010,Rental unit in Barcelona · ★4.53 · 3 bedrooms · 5 beds · 2 baths,567180,Sandra,Eixample,la Sagrada Família,41.40647,2.17457,Entire home/apt,412,2,44,2023-05-20,0.31,19,103,3,HUTB000331
359841,Rental unit in Barcelona · ★4.69 · 2 bedrooms · 2 beds · 1 bath,1820272,Rosa,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40502,2.20802,Entire home/apt,135,2,424,2023-05-22,3.17,5,60,67,HUTB-003912
531697,Rental unit in Barcelona · 2 bedrooms · 2 beds · 1 bath,2613353,Sergio,Ciutat Vella,el Barri Gòtic,41.38051,2.18199,Entire home/apt,65,32,2,2013-10-15,0.02,1,333,0,
363601,Rental unit in Barcelona · ★4.20 · 2 bedrooms · 1 bed · 1 bath,1837053,Ayal,Ciutat Vella,el Raval,41.37961,2.17306,Entire home/apt,60,32,26,2018-08-23,0.20,1,116,0,
118228,Rental unit in Barcelona · ★4.58 · 3 bedrooms · 5 beds · 2.5 baths,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.1746,Entire home/apt,396,3,48,2023-06-05,0.34,19,108,24,HUTB-000328
534410,Loft in Barcelona · ★4.72 · 1 bedroom · 1 bed · 1 bath,2626568,Caroline,Eixample,el Fort Pienc,41.39877,2.17755,Entire home/apt,256,5,173,2023-06-04,1.44,1,295,22,HUTB-012024
128463,Rental unit in Barcelona · ★4.87 · 1 bedroom · 1 bed · 1 bath,635253,Sebastian,Sants-Montjuïc,Sants,41.37155,2.13664,Entire home/apt,61,3,378,2023-06-05,2.64,1,257,54,HUTB-012603
364030,Rental unit in Barcelona · ★4.66 · 2 bedrooms · 2 beds · 1 bath,1839136,Mires,Eixample,Sant Antoni,41.37555,2.16254,Entire home/apt,195,2,358,2023-05-27,2.62,1,255,47,HUTB-001094
534550,Rental unit in Barcelona · ★4.96 · 3 bedrooms · 8 beds · 2 baths,2608724,Stay Together Barcelona Apartments,Eixample,Sant Antoni,41.37535,2.16727,Entire home/apt,415,3,398,2023-06-03,3.04,4,180,200,HUTB-002241
365911,Rental unit in Barcelona · ★4.70 · 3 bedrooms · 3 beds · 1.5 baths,1260560,Ralph,Eixample,la Nova Esquerra de l'Eixample,41.37911,2.15356,Entire home/apt,316,1,123,2023-05-25,0.93,4,37,26,HUTB-004112
135513,Rental unit in Barcelona · ★4.64 · 2 bedrooms · 3 beds · 1.5 baths,664196,Teresa,Sant Martí,el Poblenou,41.39787,2.20429,Entire home/apt,90,90,131,2021-09-23,0.92,2,314,0,
536440,Condo in Barcelona · ★4.79 · 1 bedroom · 1 bed · 1 private bath,2635405,Montserrat,Horta-Guinardó,el Baix Guinardó,41.40987,2.17203,Private room,28,31,46,2023-02-28,0.38,1,0,3,
136670,Rental unit in Barcelona · ★4.59 · 1 bedroom · 1 bed · 1 shared bath,610674,Maria,Les Corts,Pedralbes,41.38832,2.12201,Private room,36,20,129,2022-10-31,0.90,3,271,1,
370665,Rental unit in Barcelona · 3 bedrooms · 4 beds · 1 bath,1447144,Acomodis Apartments,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38545,2.18117,Entire home/apt,240,32,2,2023-03-20,0.17,141,364,2,
537176,Rental unit in Barcelona · ★4.86 · 2 bedrooms · 4 beds · 1 bath,2638282,Fernando,Eixample,Sant Antoni,41.38075,2.15804,Entire home/apt,160,3,466,2023-06-06,3.53,1,203,57,HUTB-004893
377161,Rental unit in Barcelona · ★4.64 · 2 bedrooms · 3 beds · 1 bath,1444707,Jesus,Gràcia,el Coll,41.41892,2.14871,Entire home/apt,146,3,535,2023-05-31,3.95,2,144,60,HUTB - 004404
379868,Rental unit in Barcelona · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,1906952,Khris,Eixample,la Sagrada Família,41.4055,2.17124,Private room,76,4,354,2023-06-05,2.64,2,12,35,
138055,Rental unit in Barcelona · ★4.48 · 3 bedrooms · 6 beds · 2 baths,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.1746,Entire home/apt,390,2,112,2023-05-16,0.78,19,109,13,HUTB000329
543342,Rental unit in Barcelona · ★4.56 · 2 bedrooms · 2 beds · 1 bath,177617,Joaquin,Eixample,l'Antiga Esquerra de l'Eixample,41.38324,2.15969,Entire home/apt,153,2,340,2023-06-05,2.55,6,129,48,HUTB-005353
548052,Rental unit in Barcelona · ★3.75 · 2 bedrooms · 5 beds · 1 bath,1447144,Acomodis Apartments,Eixample,la Sagrada Família,41.40263,2.17072,Entire home/apt,235,1,4,2019-09-16,0.07,141,365,0,
147275,Rental unit in Barcelona · ★4.23 · 1 bedroom · 1 bed · 1 shared bath,711907,Antuan,Horta-Guinardó,el Guinardó,41.42337,2.1749,Private room,18,31,128,2023-03-04,1.30,1,312,9,
548085,Rental unit in Barcelona · 1 bedroom · 3 beds · 1 bath,1447144,Acomodis Apartments,Eixample,la Sagrada Família,41.40213,2.17083,Entire home/apt,234,1,2,2015-06-01,0.02,141,365,0,
154437,Rental unit in Barcelona · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,474355,Annais,Eixample,l'Antiga Esquerra de l'Eixample,41.39202,2.15101,Private room,32,31,95,2023-03-13,0.66,1,11,7,
383894,Rental unit in Barcelona · ★4.22 · 2 bedrooms · 4 beds · 2 baths,1751133,The Punset Family,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38853,2.17604,Entire home/apt,61,32,46,2015-11-22,0.36,2,161,0,
384063,Rental unit in Barcelona · ★3.57 · 3 bedrooms · 4 beds · 2 baths,1447144,Acomodis Apartments,Eixample,la Dreta de l'Eixample,41.39639,2.17641,Entire home/apt,277,1,9,2019-08-18,0.07,141,365,0,HUTB-02-2012-0109
384155,Rental unit in Barcelona · ★4.45 · 2 bedrooms · 3 beds · 1.5 baths,1751133,The Punset Family,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38416,2.18257,Entire home/apt,81,32,73,2022-11-13,0.55,2,253,2,
551378,Rental unit in Barcelona · ★4.33 · 4 bedrooms · 8 beds · 2 baths,2689815,Ricardo,Eixample,l'Antiga Esquerra de l'Eixample,41.39285,2.15657,Entire home/apt,483,2,224,2023-04-30,1.69,1,20,13,HUTB-002109
554955,Rental unit in Barcelona · 4 bedrooms · 4 beds · 1 bath,368317,Nacharosa,Ciutat Vella,el Raval,41.38192,2.1669,Entire home/apt,68,28,1,2013-08-21,0.01,7,313,0,
162091,Rental unit in Barcelona · ★4.51 · 3 bedrooms · 6 beds · 2 baths,567180,Sandra,Eixample,la Sagrada Família,41.4064,2.17449,Entire home/apt,415,2,59,2023-06-05,0.43,19,118,10,HUTB000326
163536,Rental unit in Barcelona · ★4.68 · 5 bedrooms · 7 beds · 2 baths,713364,Horacio,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38651,2.18271,Entire home/apt,224,150,27,2022-09-09,0.20,1,344,1,
558366,Rental unit in Barcelona · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,2745490,Bori,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38361,2.18552,Private room,47,32,51,2022-10-26,0.42,2,132,1,
171646,Rental unit in Barcelona · ★4.80 · 2 bedrooms · 2 beds · 1 bath,400154,Mireia,Sant Martí,el Clot,41.40671,2.18592,Entire home/apt,152,3,75,2023-06-07,0.61,9,68,25,HUTB-004663
171816,Rental unit in Barcelona · ★4.67 · 2 bedrooms · 3 beds · 1 bath,400154,Mireia,Sant Martí,el Clot,41.40681,2.18553,Entire home/apt,152,3,40,2023-06-05,0.32,9,95,25,HUTB-004664
384464,Rental unit in Barcelona · ★4.98 · 1 bedroom · 1 bed · 1 bath,674212,Juanmi,Eixample,la Dreta de l'Eixample,41.38992,2.16974,Entire home/apt,180,2,181,2023-05-22,1.34,5,251,56,HUTB-011183
385049,Rental unit in Barcelona · ★4.65 · 3 bedrooms · 6 beds · 2 baths,3775349,Caterina,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38203,2.18362,Entire home/apt,543,2,263,2023-05-04,1.93,45,136,19,HUTB-000828
558886,Rental unit in Barcelona · ★4.56 · 3 bedrooms · 4 beds · 2 baths,2747795,Stephanie,Eixample,la Nova Esquerra de l'Eixample,41.38201,2.14828,Entire home/apt,130,4,184,2023-05-13,1.49,1,249,28,HUTB-002020
393717,Rental unit in Barcelona · ★4.43 · 2 bedrooms · 4 beds · 1 bath,1968590,Manel,Ciutat Vella,el Raval,41.3795,2.16568,Entire home/apt,133,3,381,2023-06-05,2.85,1,213,51,HUTB-002975
174382,Rental unit in Barcelona · ★4.44 · 3 bedrooms · 6 beds · 1.5 baths,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.17455,Entire home/apt,445,2,18,2023-01-02,0.19,19,125,11,HUTB000327
177502,Rental unit in Barcelona · ★4.86 · 1 bedroom · 2 beds · 1 shared bath,848995,Pedro,Eixample,la Dreta de l'Eixample,41.39196,2.16856,Private room,57,6,7,2023-05-30,0.88,1,7,7,
559801,Rental unit in Barcelona · ★4.69 · 1 bedroom · 1 bed · 1.5 shared baths,2751629,Andrea,Sant Andreu,Navas,41.4177,2.18694,Private room,20,180,33,2020-02-27,0.27,1,0,0,
188267,Rental unit in Barcelona · ★4.70 · 3 bedrooms · 4 beds · 2 baths,366654,Watermelon Barcelona Apartments,Eixample,la Dreta de l'Eixample,41.39258,2.17692,Entire home/apt,363,3,107,2023-06-03,0.75,4,187,17,hutb-005119
399772,Rental unit in Barcelona · ★4.84 · 2 bedrooms · 2 beds · 1 bath,1995385,Ana,Eixample,la Nova Esquerra de l'Eixample,41.38268,2.15044,Entire home/apt,177,2,104,2023-06-05,0.77,3,99,51,HUTB-001948
562020,Rental unit in Barcelona · ★2.50 · 1 bedroom · 3 beds · 1 bath,368317,Nacharosa,Ciutat Vella,el Raval,41.38141,2.16374,Entire home/apt,163,28,3,2016-04-23,0.03,7,345,0,
402369,Rental unit in Barcelona · ★4.29 · 2 bedrooms · 5 beds · 1 bath,1447144,Acomodis Apartments,Ciutat Vella,el Barri Gòtic,41.38035,2.17821,Entire home/apt,90,32,11,2015-08-17,0.08,141,357,0,
190348,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath,919480,Elisa,Les Corts,Pedralbes,41.38893,2.12443,Private room,46,7,1,2016-06-09,0.01,1,0,0,
563971,Rental unit in Barcelona · ★4.76 · 1 bedroom · 1 bed · 1 bath,2773231,Arama,Eixample,Sant Antoni,41.37641,2.15895,Entire home/apt,108,1,688,2023-06-07,5.30,1,196,106,HUTB-001954
196021,Rental unit in Barcelona · ★4.94 · 4 bedrooms · 5 beds · 4 baths,953719,Julia,Eixample,l'Antiga Esquerra de l'Eixample,41.38842,2.16108,Entire home/apt,533,4,362,2023-05-28,2.54,2,220,57,HUTB-506707
196196,Rental unit in Barcelona · ★4.46 · 4 bedrooms · 7 beds · 2 baths,567180,Sandra,Eixample,la Sagrada Família,41.4066,2.17459,Entire home/apt,403,2,118,2023-05-30,0.83,19,105,19,HUTB-000325
197267,Rental unit in Barcelona · ★4.52 · 1 bedroom · 2 beds · 1 bath,632830,"M Angeles, Federico",Gràcia,la Vila de Gràcia,41.40661,2.15115,Entire home/apt,35,31,355,2023-04-05,2.54,3,59,6,HUTB01295238
408599,Rental unit in Barcelona · ★4.65 · 3 bedrooms · 3 beds · 2 baths,2034854,Roger,Sants-Montjuïc,el Poble Sec,41.37374,2.15852,Entire home/apt,229,1,492,2023-05-25,3.62,1,275,95,HUTB-006818
564809,Rental unit in Barcelona · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,2598629,Nextor,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39748,2.15357,Private room,65,31,100,2022-09-24,0.80,3,362,12,
412649,Rental unit in Barcelona · ★4.45 · 2 bedrooms · 2 beds · 1 bath,542867,Gabriela,Sants-Montjuïc,la Font de la Guatlla,41.37279,2.14834,Entire home/apt,85,3,227,2023-05-25,1.68,2,204,20,HUTB-007048
198958,Rental unit in Barcelona · ★4.70 · 4 bedrooms · 6 beds · 2 baths,971768,Laura,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40805,2.21487,Entire home/apt,426,2,95,2023-05-26,0.70,9,106,19,HUTB-000926
567962,Rental unit in Barcelona · ★4.89 · 1 bedroom · 1 bed · 1 bath,2794626,Jordi,Sants-Montjuïc,la Bordeta,41.36886,2.13279,Entire home/apt,59,32,37,2023-05-14,0.28,1,206,5,
206122,Rental unit in Barcelona · ★4.70 · 2 bedrooms · 2 beds · 1 bath,1013855,Alejandro,Gràcia,la Vila de Gràcia,41.39877,2.15887,Entire home/apt,144,4,222,2023-06-05,1.58,1,33,45,HUTB-004315
417239,Rental unit in Barcelona · ★4.73 · 2 bedrooms · 2 beds · 1.5 baths,2074943,Kris,Gràcia,la Vila de Gràcia,41.40413,2.15692,Entire home/apt,140,29,106,2023-05-30,0.87,1,244,8,
568129,Rental unit in Barcelona · ★4.88 · 1 bedroom · 1 bed · 2 shared baths,2795488,Zulma,Eixample,la Nova Esquerra de l'Eixample,41.38192,2.15563,Private room,60,4,104,2023-06-08,0.82,2,154,28,
424137,Serviced apartment in Barcelona · ★4.70 · 2 bedrooms · 3 beds · 2 baths,2108468,Pau,Ciutat Vella,el Barri Gòtic,41.37973,2.17458,Entire home/apt,350,1,139,2023-06-04,1.11,8,239,43,HUTB-000945
206167,Rental unit in Barcelona · ★4.87 · 1 bedroom · 1 bed · 1 bath,1014050,Minerva,Sants-Montjuïc,el Poble Sec,41.3724,2.1648,Entire home/apt,157,3,126,2023-06-07,0.89,1,98,20,HUTB-009804
568185,Rental unit in Barcelona · ★4.75 · 1 bedroom · 1 bed · 2.5 shared baths,2795488,Zulma,Eixample,la Nova Esquerra de l'Eixample,41.3819,2.15419,Private room,60,4,83,2023-06-06,0.63,2,185,19,
209673,Rental unit in Barcelona · ★4.78 · 2 bedrooms · 3 beds · 1 bath,1033366,Elena,Gràcia,la Vila de Gràcia,41.398,2.1553,Entire home/apt,105,2,325,2023-05-28,2.56,1,235,44,HUTB-010932
